"","X01桐壺","X02帚木","X03空蝉","X04夕顔","X05若紫","X06末摘花","X07紅葉賀","X08花宴","X09葵","X10賢木","X11花散里","X12須磨","X13明石","X14澪標","X15蓬生","X16関屋","X17絵合","X18松風","X19薄雲","X20朝顔","X21少女","X22玉鬘","X23初音","X24胡蝶","X25蛍","X26常夏","X27篝火","X28野分","X29行幸","X30藤袴","X31真木柱","X32梅枝","X33藤裏葉","X34若菜上","X35若菜下","X36柏木","X37横笛","X38鈴虫","X39夕霧","X40御法","X41幻","X42匂宮","X43紅梅","X44竹河","X45橋姫","X46椎本","X47総角","X48早蕨","X49宿木","X50東屋","X51浮舟","X52蜻蛉","X53手習","X54夢浮橋","X01俊蔭","X02藤原の君","X03忠こそ","X04春日詣","X05嵯峨の院","X06祭の使","X07吹上上","X08吹上下","X09菊の宴","X10あて宮","X11内侍のかみ","X12沖つ白波","X13蔵開上","X14蔵開中","X15蔵開下","X16国譲上","X17国譲中","X18国譲下","X19楼の上上","X20楼の上下"
"イノチ",83.2639467110741,0,0,52.2684507631194,21.2630236019562,16.2892979312592,17.9888469149128,0,10.9086942293008,0,0,59.5876534382076,89.0019071837254,31.7662007623888,43.4310532030402,107.066381156317,54.7045951859956,49.6277915632754,33.206043499917,25.0438266967193,19.9203187250996,36.6479354996335,74.3770918557084,0,0,22.9832222477591,0,28.4900284900285,0,35.778175313059,0,0,45.1467268623025,24.7537006782514,24.7243237897443,50.4668180671209,0,36.3901018922853,28.5286356180016,80.6451612903226,93.3271115258983,0,39.7298371076679,12.3992560446373,54.802027675024,13.7174211248285,28.6746573378448,84.3407365757661,26.5406868729763,46.1573967228248,27.7488727020465,50.8560773012375,49.2229800998523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"イヘ",0,85.2605776404135,0,73.1758310683671,42.5260472039124,0,0,0,0,0,138.121546961326,35.7525920629246,38.1436745073109,15.8831003811944,65.1465798045603,0,0,49.6277915632754,16.6030217499585,0,59.7609561752988,36.6479354996335,37.1885459278542,0,0,22.9832222477591,0,0,38.2043935052531,0,13.8236107271219,0,45.1467268623025,9.90148027130056,9.88972951589774,0,0,0,7.13215890450039,26.8817204301075,0,0,0,0,0,13.7174211248285,17.2047944027069,0,0,46.1573967228248,41.6233090530697,16.9520257670792,14.0637085999578,28.1214848143982,86.0585197934596,63.9912240607002,14.7362216327734,20.8681135225376,18.3318056828598,43.8308130615823,45.10599909788,43.4404865334492,64.4953240890035,130.378096479791,5.33646405891456,60.9260763606824,54.0482110042158,27.063599458728,124.484556134755,28.4754257076143,11.9317503877819,21.2983472482535,6.78104021156845,67.5599594640243
"イラヘ",20.8159866777685,42.6302888202068,91.4494741655236,10.4536901526239,21.2630236019562,16.2892979312592,53.9665407447383,49.7760079641613,32.7260826879023,10.3476821192053,0,0,25.4291163382072,0,0,0,0,0,99.618130499751,75.1314800901578,9.9601593625498,12.2159784998778,37.1885459278542,98.9853996535511,53.0926466684364,22.9832222477591,0,28.4900284900285,0,0,27.6472214542438,0,22.5733634311512,14.8522204069508,24.7243237897443,12.6167045167802,27.0709258256632,0,28.5286356180016,0,23.3317778814746,0,39.7298371076679,24.7985120892746,0,27.4348422496571,22.9397258702759,0,37.1569616221668,0,34.6860908775581,8.47601288353958,56.2548343998312,28.1214848143982,74.5840504876649,137.124051558643,58.9448865310934,20.8681135225376,18.3318056828598,65.7462195923734,0,0,8.06191551112544,37.2508847085118,69.3740327658893,0,32.4289266025295,9.021199819576,70.0225628257994,5.69508514152287,11.9317503877819,12.7790083489521,6.78104021156845,22.5199864880081
"イロ",41.631973355537,10.6575722050517,0,0,10.6315118009781,65.1571917250367,89.9442345745638,49.7760079641613,21.8173884586015,41.3907284768212,0,0,0,0,0,0,27.3522975929978,24.8138957816377,33.206043499917,25.0438266967193,69.7211155378486,12.2159784998778,111.565637783563,197.970799307102,53.0926466684364,45.9664444955183,0,170.940170940171,19.1021967526266,143.112701252236,27.6472214542438,137.438152831226,270.880361173815,14.8522204069508,44.5037828215398,50.4668180671209,0,109.170305676856,49.9251123315027,53.7634408602151,139.990667288847,0,119.189511323004,49.5970241785493,27.401013837512,27.4348422496571,51.6143832081207,84.3407365757661,53.0813737459525,30.7715978152166,6.93721817551162,16.9520257670792,28.1274171999156,0,40.1606425702811,36.5664137489716,29.4724432655467,125.208681135225,82.4931255728689,43.8308130615823,146.59449706811,195.482189400521,120.928732666882,55.8763270627677,21.3458562356583,60.9260763606824,27.0241055021079,27.063599458728,31.1211390336886,11.3901702830457,35.7952511633457,38.3370250468564,20.3431206347054,16.8899898660061
"ウコン",0,0,0,219.527493205101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.751526997313,0,49.4926998267755,0,0,153.139356814701,0,0,0,27.6472214542438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2360950842372,228.928199791883,84.7601288353958,7.0318542999789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ウシロミ",83.2639467110741,42.6302888202068,0,0,21.2630236019562,16.2892979312592,17.9888469149128,0,10.9086942293008,31.0430463576159,0,11.9175306876415,0,79.4155019059721,21.7155266015201,0,27.3522975929978,0,99.618130499751,0,49.800796812749,0,0,0,0,0,0,0,0,107.334525939177,13.8236107271219,0,22.5733634311512,79.2118421704045,59.3383770953864,25.2334090335604,0,0,14.2643178090008,0,0,111.275964391691,39.7298371076679,37.197768133912,41.101520756268,0,28.6746573378448,0,26.5406868729763,30.7715978152166,6.93721817551162,8.47601288353958,7.0318542999789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ウダイシヤウ.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7372346528973,0,0,41.7362270450751,36.6636113657195,0,0,21.7202432667246,24.1857465333763,18.6254423542559,106.729281178291,40.6173842404549,43.2385688033726,0,77.8028475842216,28.4754257076143,0,17.0386777986028,0,28.1499831100101
"ウチ",62.4479600333056,74.6030054353618,0,41.8147606104955,95.6836062088029,16.2892979312592,71.955387659651,0,54.5434711465038,124.172185430464,0,59.5876534382076,63.5727908455181,47.6493011435832,130.293159609121,107.066381156317,82.0568927789934,49.6277915632754,49.8090652498755,25.0438266967193,59.7609561752988,134.375763498656,148.754183711417,74.2390497401633,53.0926466684364,45.9664444955183,153.139356814701,56.980056980057,95.5109837631328,0,13.8236107271219,109.950522264981,0,84.1625823060548,79.1178361271819,63.0835225839011,54.1418516513265,72.7802037845706,71.3215890450039,0,69.9953336444237,148.367952522255,79.4596742153357,111.593304401736,54.802027675024,13.7174211248285,28.6746573378448,112.454315434355,37.1569616221668,30.7715978152166,41.6233090530697,42.3800644176979,28.1274171999156,56.2429696287964,91.7957544463569,54.8496206234574,117.889773062187,208.681135225376,201.649862511457,131.492439184747,214.25349571493,108.601216333623,120.928732666882,149.003538834047,128.07513741395,142.160844841592,183.763917414334,126.296797474064,132.264840893177,142.377128538072,95.4540031022551,89.4530584426649,108.496643385095,78.8199527080284
"ウチ.1",41.631973355537,0,0,41.8147606104955,10.6315118009781,16.2892979312592,53.9665407447383,0,0,20.6953642384106,0,11.9175306876415,50.8582326764145,47.6493011435832,0,0,27.3522975929978,0,16.6030217499585,50.0876533934385,0,0,0,0,0,0,0,0,19.1021967526266,35.778175313059,82.9416643627315,0,0,54.4581414921531,44.5037828215398,0,0,109.170305676856,0,80.6451612903226,0,74.1839762611276,79.4596742153357,99.1940483570986,0,0,17.2047944027069,0,26.5406868729763,15.3857989076083,20.8116545265349,8.47601288353958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ウチ.2",41.631973355537,63.9454332303101,0,41.8147606104955,53.1575590048905,81.4464896562958,89.9442345745638,99.5520159283225,65.4521653758045,62.0860927152318,0,0,25.4291163382072,31.7662007623888,0,0,54.7045951859956,49.6277915632754,0,25.0438266967193,59.7609561752988,0,37.1885459278542,0,0,0,0,0,19.1021967526266,0,13.8236107271219,0,45.1467268623025,4.95074013565028,14.8345942738466,0,0,0,0,0,23.3317778814746,37.0919881305638,198.649185538339,49.5970241785493,13.700506918756,0,22.9397258702759,28.1135788585887,37.1569616221668,38.4644972690207,13.8744363510232,42.3800644176979,7.0318542999789,0,40.1606425702811,54.8496206234574,250.515767757147,125.208681135225,64.1613198900092,32.8731097961867,33.82949932341,0,80.6191551112544,111.752654125535,32.0187843534874,60.9260763606824,64.8578532050589,36.084799278304,46.681708550533,51.2557662737058,35.7952511633457,51.1160333958085,13.5620804231369,39.4099763540142
"ウチギ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9489386115892,9.14160343724289,0,62.6043405676127,0,0,22.55299954894,0,16.1238310222509,37.2508847085118,5.33646405891456,40.6173842404549,81.0723165063236,27.063599458728,38.9014237921108,5.69508514152287,5.96587519389094,29.817686147555,61.0293619041161,45.0399729760162
"ウヘ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8978772231784,82.274430935186,73.6811081638668,83.4724540901503,0,43.8308130615823,90.21199819576,21.7202432667246,96.7429861335053,18.6254423542559,32.0187843534874,40.6173842404549,48.6433899037942,81.190798376184,7.78028475842216,11.3901702830457,11.9317503877819,12.7790083489521,40.6862412694107,33.7799797320122
"ウヘ.1",20.8159866777685,10.6575722050517,0,10.4536901526239,10.6315118009781,0,0,0,21.8173884586015,0,0,11.9175306876415,12.7145581691036,0,21.7155266015201,0,0,0,16.6030217499585,25.0438266967193,39.8406374501992,24.4319569997557,0,0,106.185293336873,45.9664444955183,0,28.4900284900285,19.1021967526266,71.5563506261181,13.8236107271219,54.9752611324904,0,19.8029605426011,19.7794590317955,0,27.0709258256632,0,21.3964767135012,0,0,37.0919881305638,0,0,41.101520756268,0,45.8794517405517,28.1135788585887,21.232549498381,23.0786983614124,6.93721817551162,8.47601288353958,35.1592714998945,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ウヘ.2",124.895920066611,10.6575722050517,0,0,10.6315118009781,16.2892979312592,143.910775319302,99.5520159283225,0,0,0,11.9175306876415,12.7145581691036,63.5324015247776,0,0,164.113785557987,0,116.221152249709,25.0438266967193,9.9601593625498,0,0,0,0,0,0,0,57.3065902578797,107.334525939177,13.8236107271219,0,0,14.8522204069508,14.8345942738466,12.6167045167802,0,0,0,0,0,37.0919881305638,0,49.5970241785493,0,0,17.2047944027069,0,15.9244121237858,0,0,8.47601288353958,0,0,45.8978772231784,0,132.62599469496,62.6043405676127,36.6636113657195,65.7462195923734,11.27649977447,130.321459600348,16.1238310222509,74.5017694170237,464.272373125567,142.160844841592,140.525348610961,333.784393324312,15.5605695168443,74.0361068397973,29.8293759694547,212.983472482535,27.1241608462738,73.1899560860263
"エダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9489386115892,45.7080171862145,0,166.944908180301,9.16590284142988,65.7462195923734,124.04149751917,65.1607298001738,48.3714930667527,0,21.3458562356583,40.6173842404549,5.40482110042158,9.021199819576,0,5.69508514152287,23.8635007755638,21.2983472482535,6.78104021156845,11.2599932440041
"オコナヒ",0,0,0,0,10.6315118009781,0,17.9888469149128,0,10.9086942293008,41.3907284768212,0,0,50.8582326764145,15.8831003811944,43.4310532030402,0,27.3522975929978,24.8138957816377,33.206043499917,100.175306786877,0,12.2159784998778,37.1885459278542,0,0,0,0,28.4900284900285,0,0,0,0,0,19.8029605426011,19.7794590317955,63.0835225839011,27.0709258256632,36.3901018922853,0,53.7634408602151,69.9953336444237,37.0919881305638,0,12.3992560446373,68.50253459378,27.4348422496571,11.4698629351379,0,5.30813737459525,7.69289945380414,0,8.47601288353958,42.1911257998734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"オト",41.631973355537,0,0,41.8147606104955,63.7890708058686,32.5785958625183,17.9888469149128,0,10.9086942293008,0,0,11.9175306876415,38.1436745073109,0,21.7155266015201,0,0,0,0,25.0438266967193,59.7609561752988,12.2159784998778,74.3770918557084,0,0,0,306.278713629403,227.920227920228,0,0,0,27.4876305662452,0,4.95074013565028,9.88972951589774,12.6167045167802,0,36.3901018922853,28.5286356180016,26.8817204301075,46.6635557629491,0,0,12.3992560446373,82.203041512536,68.5871056241427,57.3493146756896,0,26.5406868729763,7.69289945380414,27.7488727020465,50.8560773012375,49.2229800998523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
