"","X01桐壺","X02帚木","X03空蝉","X04夕顔","X05若紫","X06末摘花","X07紅葉賀","X08花宴","X09葵","X10賢木","X11花散里","X12須磨","X13明石","X14澪標","X15蓬生","X16関屋","X17絵合","X18松風","X19薄雲","X20朝顔","X21少女","X22玉鬘","X23初音","X24胡蝶","X25蛍","X26常夏","X27篝火","X28野分","X29行幸","X30藤袴","X31真木柱","X32梅枝","X33藤裏葉","X34若菜上","X35若菜下","X36柏木","X37横笛","X38鈴虫","X39夕霧","X40御法","X41幻","X42匂宮","X43紅梅","X44竹河","X45橋姫","X46椎本","X47総角","X48早蕨","X49宿木","X50東屋","X51浮舟","X52蜻蛉","X53手習","X54夢浮橋","X01俊蔭","X02藤原の君","X03忠こそ","X04春日詣","X05嵯峨の院","X06祭の使","X07吹上上","X08吹上下","X09菊の宴","X10あて宮","X11内侍のかみ","X12沖つ白波","X13蔵開上","X14蔵開中","X15蔵開下","X16国譲上","X17国譲中","X18国譲下","X19楼の上上","X20楼の上下"
"キミ",104.079933388843,223.809016306085,182.898948331047,125.444281831487,276.419306825431,211.760873106369,233.855009893866,149.328023892484,152.721719210211,41.3907284768212,0,154.92789893934,127.145581691036,31.7662007623888,65.1465798045603,107.066381156317,27.3522975929978,99.2555831265509,99.618130499751,25.0438266967193,139.442231075697,171.02369899829,37.1885459278542,148.478099480327,185.824263339527,91.9328889910365,153.139356814701,113.960113960114,133.715377268386,214.669051878354,138.236107271219,109.950522264981,112.866817155756,29.7044408139017,128.566483706671,176.633863234923,324.851109907959,36.3901018922853,71.3215890450039,53.7634408602151,93.3271115258983,222.551928783383,357.568533969011,297.582145071296,191.807096862584,233.196159122085,114.698629351379,56.2271577171774,90.2383353681193,292.330179244557,159.556018036767,110.188167486015,63.2866886998101,56.2429696287964,97.5329890992542,301.672913429015,88.4173297966401,83.4724540901503,348.304307974335,241.069471838703,575.10148849797,43.4404865334492,282.167042889391,335.257962376606,74.7104968248039,182.778229082047,237.812128418549,126.296797474064,295.650820820042,290.449342217666,256.532633337311,217.243141932186,101.715603173527,28.1499831100101
"キヤウ",0,0,0,0,74.4205826068467,0,0,0,0,0,0,71.5051841258491,127.145581691036,47.6493011435832,21.7155266015201,214.132762312634,0,24.8138957816377,0,0,0,109.943806498901,0,0,0,0,0,0,0,0,0,0,0,19.8029605426011,0,0,0,0,0,0,0,0,0,0,41.101520756268,0,51.6143832081207,28.1135788585887,15.9244121237858,15.3857989076083,76.3093999306278,50.8560773012375,14.0637085999578,56.2429696287964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"キヨウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4744693057946,0,14.7362216327734,146.076794657763,0,153.407845715538,90.21199819576,43.4404865334492,16.1238310222509,0,74.7104968248039,0,32.4289266025295,45.10599909788,7.78028475842216,0,11.9317503877819,17.0386777986028,0,0
"キン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.007458405049,9.14160343724289,14.7362216327734,0,36.6636113657195,10.9577032653956,78.93549842129,173.761946133797,24.1857465333763,18.6254423542559,90.7198890015476,40.6173842404549,32.4289266025295,18.042399639152,23.3408542752665,22.7803405660915,29.8293759694547,12.7790083489521,94.9345629619584,197.049881770071
"キンダチ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4744693057946,27.4248103117287,0,62.6043405676127,256.645279560037,65.7462195923734,33.82949932341,0,40.3095775556272,0,16.0093921767437,0,16.2144633012647,9.021199819576,7.78028475842216,22.7803405660915,11.9317503877819,38.3370250468564,6.78104021156845,11.2599932440041
"クラウド",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2832068744858,14.7362216327734,20.8681135225376,0,87.6616261231646,22.55299954894,21.7202432667246,24.1857465333763,55.8763270627677,37.3552484124019,81.2347684809098,5.40482110042158,18.042399639152,23.3408542752665,68.3410216982744,35.7952511633457,38.3370250468564,33.9052010578423,11.2599932440041
"クルマ",41.631973355537,21.3151444101034,91.4494741655236,104.536901526239,63.7890708058686,32.5785958625183,0,99.5520159283225,109.086942293008,20.6953642384106,138.121546961326,11.9175306876415,25.4291163382072,63.5324015247776,21.7155266015201,428.265524625268,0,49.6277915632754,33.206043499917,0,39.8406374501992,24.4319569997557,37.1885459278542,24.7463499133878,0,0,0,0,38.2043935052531,0,41.4708321813658,54.9752611324904,90.293453724605,29.7044408139017,19.7794590317955,12.6167045167802,0,72.7802037845706,35.660794522502,26.8817204301075,0,0,0,37.197768133912,27.401013837512,0,5.73493146756896,140.567894292943,37.1569616221668,100.007692899454,20.8116545265349,42.3800644176979,21.0955628999367,0,11.4744693057946,109.699241246915,0,62.6043405676127,54.9954170485793,76.703922857769,0,21.7202432667246,48.3714930667527,111.752654125535,48.0281765302311,81.2347684809098,21.6192844016863,18.042399639152,217.84797323582,91.1213622643659,95.4540031022551,132.049752939172,128.839764019801,95.7099425740345
"ケシキ",83.2639467110741,170.521155280827,182.898948331047,188.16642274723,74.4205826068467,276.918064831406,161.899622234215,298.656047784968,239.991273044617,258.692052980132,276.243093922652,131.092837564057,178.003814367451,95.2986022871665,65.1465798045603,0,54.7045951859956,74.4416873449131,132.824173999668,250.438266967193,179.282868525896,36.6479354996335,74.3770918557084,346.448898787429,106.185293336873,137.899333486555,459.418070444104,284.900284900285,171.919770773639,500.894454382826,248.824993088195,137.438152831226,180.58690744921,128.719243526907,148.345942738466,201.867272268483,270.709258256632,72.7802037845706,249.625561657514,268.817204301075,233.317778814746,111.275964391691,158.919348430671,136.391816491011,82.203041512536,178.326474622771,275.27671044331,168.681473151532,222.941769733001,92.3147934456497,194.242108914325,177.996270554331,63.2866886998101,28.1214848143982,22.9489386115892,18.2832068744858,147.362216327734,0,64.1613198900092,10.9577032653956,11.27649977447,86.8809730668983,40.3095775556272,0,101.392817119377,0,64.8578532050589,54.127198917456,54.4619933089551,0,59.6587519389094,93.7127278923156,115.277683596664,67.5599594640243
"ケハヒ",41.631973355537,117.233294255569,274.348422496571,94.0832113736149,63.7890708058686,97.735787587555,71.955387659651,199.104031856645,32.7260826879023,124.172185430464,276.243093922652,11.9175306876415,76.2873490146217,79.4155019059721,43.4310532030402,0,136.761487964989,99.2555831265509,99.618130499751,150.262960180316,39.8406374501992,48.8639139995114,185.942729639271,98.9853996535511,265.463233342182,45.9664444955183,0,199.430199430199,38.2043935052531,107.334525939177,110.588885816975,82.4628916987356,112.866817155756,69.3103618991039,118.676754190773,100.933636134242,108.283703302653,109.170305676856,64.1894301405035,26.8817204301075,46.6635557629491,222.551928783383,158.919348430671,111.593304401736,191.807096862584,150.891632373114,166.3130125595,84.3407365757661,100.85461011731,84.6218939918455,69.3721817551162,84.7601288353958,42.1911257998734,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ゲンサイシヤウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4248103117287,0,20.8681135225376,54.9954170485793,43.8308130615823,22.55299954894,21.7202432667246,249.919380844889,111.752654125535,0,203.086921202275,16.2144633012647,0,0,28.4754257076143,0,0,13.5620804231369,0
"コ",41.631973355537,117.233294255569,137.174211248285,73.1758310683671,74.4205826068467,0,17.9888469149128,49.7760079641613,21.8173884586015,41.3907284768212,0,11.9175306876415,0,95.2986022871665,0,321.199143468951,0,0,16.6030217499585,0,89.6414342629482,73.295870999267,0,0,132.731616671091,114.916111238796,0,28.4900284900285,38.2043935052531,0,0,54.9752611324904,45.1467268623025,19.8029605426011,44.5037828215398,25.2334090335604,54.1418516513265,0,7.13215890450039,26.8817204301075,0,74.1839762611276,39.7298371076679,24.7985120892746,13.700506918756,27.4348422496571,0,0,26.5406868729763,69.2360950842372,27.7488727020465,42.3800644176979,14.0637085999578,140.607424071991,499.139414802065,155.407258433129,103.153551429413,62.6043405676127,174.152153987168,54.7885163269779,33.82949932341,0,96.7429861335053,186.254423542559,42.6917124713165,182.778229082047,70.2626743054805,81.190798376184,202.287403718976,102.511532547412,77.5563775205823,174.646447435679,122.058723808232,61.9299628420223
"コガネ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4744693057946,0,14.7362216327734,0,9.16590284142988,0,90.21199819576,86.8809730668983,120.928732666882,93.1272117712796,5.33646405891456,20.3086921202275,64.8578532050589,36.084799278304,46.681708550533,5.69508514152287,23.8635007755638,4.25966944965071,27.1241608462738,28.1499831100101
"ココチ",83.2639467110741,31.9727166151551,137.174211248285,94.0832113736149,85.0520944078248,16.2892979312592,53.9665407447383,0,152.721719210211,62.0860927152318,0,59.5876534382076,50.8582326764145,31.7662007623888,43.4310532030402,0,0,49.6277915632754,66.412086999834,25.0438266967193,59.7609561752988,61.0798924993892,74.3770918557084,24.7463499133878,0,22.9832222477591,0,28.4900284900285,38.2043935052531,0,55.2944429084877,27.4876305662452,22.5733634311512,49.5074013565028,118.676754190773,75.7002271006813,0,0,149.775336994508,188.172043010753,46.6635557629491,37.0919881305638,39.7298371076679,24.7985120892746,41.101520756268,82.3045267489712,120.433560818948,28.1135788585887,58.3895111205478,61.5431956304331,124.869927159209,93.2361417189354,98.4459601997047,112.485939257593,22.9489386115892,63.9912240607002,44.2086648983201,20.8681135225376,45.8295142071494,10.9577032653956,11.27649977447,0,80.6191551112544,55.8763270627677,32.0187843534874,121.852152721365,27.0241055021079,54.127198917456,38.9014237921108,79.7311919813201,101.419878296146,25.5580166979042,40.6862412694107,33.7799797320122
"ココロ",291.423813488759,479.590749227326,411.522633744856,292.703324273469,297.682330427387,390.94315035022,431.732325957906,149.328023892484,294.53474419112,486.341059602649,552.486187845304,262.185675128113,406.865861411316,270.012706480305,412.595005428882,749.464668094218,711.159737417943,347.394540942928,348.663456749128,275.482093663912,318.725099601594,329.831419496702,520.639642989959,445.43429844098,477.833820015928,298.781889220869,918.836140888208,341.880341880342,343.839541547278,322.003577817531,442.355543267902,632.215503023639,316.027088036117,361.40402990247,484.596746278989,403.734544536967,243.638332430969,436.681222707424,563.440553455531,403.225806451613,419.972001866542,370.919881305638,278.108859753675,421.574705517669,411.01520756268,438.957475994513,573.493146756896,506.044419454597,498.964913211954,323.101777059774,332.986472424558,296.660450923885,189.86006609943,337.457817772778,195.065978198508,265.106499680044,279.988211022694,125.208681135225,210.815765352887,317.773394696472,169.14749661705,130.321459600348,233.795549822638,149.003538834047,224.131490474412,142.160844841592,124.310885309696,90.21199819576,132.264840893177,216.413235377869,214.771506980074,310.955869824502,203.431206347054,191.419885148069
"ココロザシ",83.2639467110741,21.3151444101034,0,41.8147606104955,53.1575590048905,16.2892979312592,0,0,21.8173884586015,20.6953642384106,0,11.9175306876415,50.8582326764145,79.4155019059721,86.8621064060803,0,82.0568927789934,49.6277915632754,33.206043499917,25.0438266967193,69.7211155378486,61.0798924993892,0,123.731749566939,0,22.9832222477591,0,0,76.4087870105062,35.778175313059,82.9416643627315,0,22.5733634311512,84.1625823060548,29.6691885476932,50.4668180671209,81.2127774769897,145.560407569141,64.1894301405035,53.7634408602151,46.6635557629491,0,39.7298371076679,37.197768133912,41.101520756268,41.1522633744856,40.1445202729827,0,53.0813737459525,38.4644972690207,34.6860908775581,67.8081030683167,21.0955628999367,28.1214848143982,11.4744693057946,18.2832068744858,58.9448865310934,62.6043405676127,18.3318056828598,10.9577032653956,45.10599909788,21.7202432667246,8.06191551112544,18.6254423542559,53.3646405891456,121.852152721365,37.833747702951,45.10599909788,7.78028475842216,91.1213622643659,77.5563775205823,38.3370250468564,0,11.2599932440041
"ココロノウチ",20.8159866777685,53.2878610252584,0,62.7221409157433,10.6315118009781,32.5785958625183,17.9888469149128,49.7760079641613,0,51.7384105960265,0,11.9175306876415,0,63.5324015247776,43.4310532030402,107.066381156317,27.3522975929978,24.8138957816377,66.412086999834,0,19.9203187250996,48.8639139995114,74.3770918557084,49.4926998267755,0,22.9832222477591,0,0,0,35.778175313059,55.2944429084877,0,22.5733634311512,59.4088816278034,49.4486475794887,126.167045167802,54.1418516513265,36.3901018922853,35.660794522502,80.6451612903226,46.6635557629491,37.0919881305638,39.7298371076679,12.3992560446373,41.101520756268,41.1522633744856,34.4095888054138,56.2271577171774,53.0813737459525,0,34.6860908775581,25.4280386506187,35.1592714998945,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ココロバヘ",62.4479600333056,53.2878610252584,45.7247370827618,10.4536901526239,21.2630236019562,48.8678937937775,35.9776938298255,99.5520159283225,54.5434711465038,31.0430463576159,0,35.7525920629246,25.4291163382072,142.94790343075,65.1465798045603,0,164.113785557987,74.4416873449131,66.412086999834,200.350613573754,39.8406374501992,36.6479354996335,37.1885459278542,123.731749566939,53.0926466684364,0,0,28.4900284900285,19.1021967526266,71.5563506261181,41.4708321813658,27.4876305662452,45.1467268623025,34.655180949552,49.4486475794887,113.550340651022,108.283703302653,72.7802037845706,28.5286356180016,26.8817204301075,46.6635557629491,37.0919881305638,198.649185538339,61.9962802231866,82.203041512536,68.5871056241427,74.5541090783965,112.454315434355,69.0057858697383,46.1573967228248,41.6233090530697,8.47601288353958,21.0955628999367,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ゴゼン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6861732644865,9.14160343724289,29.4724432655467,0,54.9954170485793,0,33.82949932341,217.202432667246,8.06191551112544,93.1272117712796,26.6823202945728,20.3086921202275,81.0723165063236,90.21199819576,46.681708550533,39.8655959906601,65.6246271328004,93.7127278923156,27.1241608462738,16.8899898660061
"ゴタチ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7372346528973,73.1328274979431,14.7362216327734,20.8681135225376,146.654445462878,0,67.65899864682,0,16.1238310222509,74.5017694170237,16.0093921767437,101.543460601137,21.6192844016863,18.042399639152,77.8028475842216,0,41.7611263572366,17.0386777986028,0,5.62999662200203
"コト",999.167360532889,1151.01779814558,502.97210791038,1045.36901526239,871.783967680204,733.018406906662,809.498111171074,846.192135390742,1036.32595178357,1490.06622516556,1243.09392265193,1167.91800738887,1284.17037507947,1635.95933926302,803.474484256243,1391.86295503212,1340.26258205689,1017.36972704715,2224.80491449444,951.665414475332,1384.46215139442,855.118494991449,557.828188917813,866.122246968572,1460.047783382,1172.14433463572,918.836140888208,569.80056980057,1986.62846227316,1288.01431127013,1423.83190489356,852.116547553601,880.361173814898,1406.01019852468,1310.38916085645,1362.60408781226,974.553329723877,1310.04366812227,1262.39212609657,1505.37634408602,1213.25244983668,778.93175074184,715.137067938021,1103.53378797272,876.832442800384,987.654320987654,1095.37191030567,1265.11104863649,1130.63326078879,1192.39941533964,1269.51092611863,1466.35022885235,1265.7337739962,1574.8031496063,676.993689041882,731.328274979431,1827.2914824639,459.098497495826,1512.37396883593,547.885163269779,451.0599909788,738.488271068636,830.377297645921,1024.39932948408,1115.32098831314,1056.05199025183,659.388174251432,793.865584122688,505.71850929744,831.482430662338,692.041522491349,932.867609473505,1044.28019258154,1030.28938182637
"コト.2",41.631973355537,21.3151444101034,0,0,10.6315118009781,32.5785958625183,17.9888469149128,49.7760079641613,10.9086942293008,0,138.121546961326,23.835061375283,114.431023521933,15.8831003811944,21.7155266015201,0,54.7045951859956,24.8138957816377,0,0,39.8406374501992,0,37.1885459278542,24.7463499133878,0,45.9664444955183,612.557427258806,0,0,0,13.8236107271219,54.9752611324904,45.1467268623025,24.7537006782514,108.787024674875,0,216.567406605306,145.560407569141,0,26.8817204301075,0,0,119.189511323004,86.7947923124613,109.604055350048,27.4348422496571,0,0,15.9244121237858,30.7715978152166,0,8.47601288353958,14.0637085999578,0,384.394721744119,100.557637809672,29.4724432655467,146.076794657763,91.6590284142988,87.6616261231646,33.82949932341,238.92267593397,48.3714930667527,18.6254423542559,80.0469608837185,101.543460601137,70.2626743054805,18.042399639152,7.78028475842216,39.8655959906601,23.8635007755638,8.51933889930141,54.2483216925476,84.4499493300304
"コノヨ",20.8159866777685,0,0,41.8147606104955,53.1575590048905,0,53.9665407447383,0,0,41.3907284768212,0,59.5876534382076,50.8582326764145,15.8831003811944,21.7155266015201,0,54.7045951859956,0,33.206043499917,75.1314800901578,9.9601593625498,0,0,0,79.6389700026546,22.9832222477591,0,0,19.1021967526266,0,41.4708321813658,0,0,64.3596217634536,29.6691885476932,100.933636134242,81.2127774769897,109.170305676856,7.13215890450039,215.05376344086,139.990667288847,74.1839762611276,0,24.7985120892746,82.203041512536,13.7174211248285,28.6746573378448,0,37.1569616221668,7.69289945380414,6.93721817551162,8.47601288353958,28.1274171999156,56.2429696287964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"コロ",0,63.9454332303101,45.7247370827618,20.9073803052478,21.2630236019562,16.2892979312592,17.9888469149128,49.7760079641613,21.8173884586015,72.4337748344371,138.121546961326,59.5876534382076,25.4291163382072,15.8831003811944,21.7155266015201,107.066381156317,27.3522975929978,24.8138957816377,83.0151087497925,25.0438266967193,39.8406374501992,0,37.1885459278542,0,26.5463233342182,45.9664444955183,0,0,0,0,55.2944429084877,27.4876305662452,22.5733634311512,4.95074013565028,29.6691885476932,0,0,0,21.3964767135012,0,93.3271115258983,0,39.7298371076679,24.7985120892746,27.401013837512,82.3045267489712,22.9397258702759,28.1135788585887,42.465098996762,23.0786983614124,62.4349635796046,33.9040515341583,7.0318542999789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"コヱ",62.4479600333056,85.2605776404135,45.7247370827618,104.536901526239,95.6836062088029,32.5785958625183,53.9665407447383,298.656047784968,54.5434711465038,41.3907284768212,414.364640883978,47.6701227505661,114.431023521933,31.7662007623888,86.8621064060803,0,0,0,16.6030217499585,50.0876533934385,69.7211155378486,61.0798924993892,148.754183711417,24.7463499133878,53.0926466684364,137.899333486555,153.139356814701,56.980056980057,19.1021967526266,35.778175313059,69.1180536356096,27.4876305662452,90.293453724605,14.8522204069508,54.3935123374376,12.6167045167802,189.496480779643,145.560407569141,49.9251123315027,161.290322580645,116.658889407373,37.0919881305638,39.7298371076679,74.3955362678239,68.50253459378,54.8696844993141,63.0842461432586,28.1135788585887,79.6220606189288,23.0786983614124,48.5605272285813,50.8560773012375,63.2866886998101,28.1214848143982,223.752151462995,27.4248103117287,14.7362216327734,104.340567612688,91.6590284142988,98.6193293885602,78.93549842129,195.482189400521,80.6191551112544,0,165.430385826351,40.6173842404549,48.6433899037942,117.275597654488,15.5605695168443,45.5606811321829,41.7611263572366,42.5966944965071,115.277683596664,287.129827722103
"サウゾク",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4248103117287,29.4724432655467,62.6043405676127,27.4977085242896,54.7885163269779,56.38249887235,21.7202432667246,40.3095775556272,74.5017694170237,10.6729281178291,81.2347684809098,21.6192844016863,45.10599909788,62.2422780673773,17.0852554245686,29.8293759694547,59.6353722951099,0,5.62999662200203
"ザエ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8978772231784,27.4248103117287,29.4724432655467,0,82.4931255728689,109.577032653956,67.65899864682,86.8809730668983,128.990648178007,0,26.6823202945728,40.6173842404549,10.8096422008432,0,0,0,0,12.7790083489521,0,22.5199864880081
"サガノヰン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2117039586919,9.14160343724289,0,20.8681135225376,45.8295142071494,0,33.82949932341,43.4404865334492,0,0,10.6729281178291,20.3086921202275,5.40482110042158,0,0,0,0,93.7127278923156,27.1241608462738,191.419885148069
"サマ",166.527893422148,159.863583075775,228.623685413809,397.240225799707,340.208377631299,293.207362762665,359.776938298255,447.984071677451,490.891240318534,424.254966887417,276.243093922652,476.701227505661,534.011443102352,381.194409148666,282.301845819761,214.132762312634,437.636761487965,297.766749379653,315.457413249211,300.525920360631,199.203187250996,232.103591497679,297.508367422834,494.926998267755,451.28749668171,413.698000459664,306.278713629403,256.410256410256,267.430754536772,608.228980322004,525.297207630633,274.876305662452,338.600451467269,336.650329224219,420.313504425654,416.351249053747,270.709258256632,473.071324599709,406.533057556522,268.817204301075,233.317778814746,74.1839762611276,397.298371076679,247.985120892746,287.710645293876,356.652949245542,395.710271262258,309.249367444476,334.412654599501,376.952073236403,312.174817898023,466.180708594677,443.006820898671,224.971878515186,97.5329890992542,9.14160343724289,0,20.8681135225376,64.1613198900092,10.9577032653956,45.10599909788,21.7202432667246,16.1238310222509,74.5017694170237,90.7198890015476,0,32.4289266025295,0,38.9014237921108,34.1705108491372,17.8976255816728,17.0386777986028,196.650166135485,168.899898660061
"ジジユウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1606425702811,36.5664137489716,0,146.076794657763,128.322639780018,153.407845715538,259.35949481281,43.4404865334492,32.2476620445018,130.378096479791,5.33646405891456,0,5.40482110042158,0,15.5605695168443,5.69508514152287,5.96587519389094,4.25966944965071,0,16.8899898660061
"シニン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7372346528973,18.2832068744858,0,41.7362270450751,36.6636113657195,0,45.10599909788,43.4404865334492,24.1857465333763,37.2508847085118,21.3458562356583,20.3086921202275,21.6192844016863,27.063599458728,23.3408542752665,5.69508514152287,5.96587519389094,46.8563639461578,6.78104021156845,118.229929062043
"シルシ",41.631973355537,10.6575722050517,0,41.8147606104955,31.8945354029343,16.2892979312592,71.955387659651,99.5520159283225,0,31.0430463576159,0,23.835061375283,25.4291163382072,47.6493011435832,65.1465798045603,0,27.3522975929978,24.8138957816377,16.6030217499585,0,9.9601593625498,36.6479354996335,0,0,0,68.9496667432774,0,0,0,0,0,0,22.5733634311512,9.90148027130056,44.5037828215398,25.2334090335604,27.0709258256632,36.3901018922853,14.2643178090008,80.6451612903226,0,0,0,12.3992560446373,27.401013837512,41.1522633744856,34.4095888054138,0,31.8488242475715,0,0,0,49.2229800998523,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"シロガネ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7372346528973,18.2832068744858,14.7362216327734,0,27.4977085242896,21.9154065307911,236.80649526387,65.1607298001738,72.557239600129,242.130750605327,21.3458562356583,0,108.096422008432,45.10599909788,54.4619933089551,39.8655959906601,29.8293759694547,17.0386777986028,40.6862412694107,16.8899898660061
"スガタ",0,10.6575722050517,91.4494741655236,31.3610704578716,0,0,35.9776938298255,49.7760079641613,54.5434711465038,10.3476821192053,0,0,12.7145581691036,15.8831003811944,0,0,27.3522975929978,74.4416873449131,16.6030217499585,50.0876533934385,19.9203187250996,12.2159784998778,74.3770918557084,0,0,0,0,142.450142450142,0,71.5563506261181,27.6472214542438,54.9752611324904,0,0,34.6140533056421,12.6167045167802,0,0,0,0,23.3317778814746,0,0,12.3992560446373,0,0,22.9397258702759,0,21.232549498381,7.69289945380414,41.6233090530697,8.47601288353958,21.0955628999367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"スクセ",0,53.2878610252584,0,20.9073803052478,42.5260472039124,0,0,0,10.9086942293008,10.3476821192053,0,35.7525920629246,12.7145581691036,79.4155019059721,65.1465798045603,214.132762312634,0,49.6277915632754,66.412086999834,0,49.800796812749,24.4319569997557,0,0,0,45.9664444955183,0,0,0,0,69.1180536356096,27.4876305662452,22.5733634311512,64.3596217634536,54.3935123374376,12.6167045167802,27.0709258256632,0,35.660794522502,0,23.3317778814746,0,39.7298371076679,49.5970241785493,0,27.4348422496571,40.1445202729827,28.1135788585887,21.232549498381,15.3857989076083,48.5605272285813,59.3320901847771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"スズシ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27649977447,564.726324934839,16.1238310222509,18.6254423542559,133.411601472864,101.543460601137,10.8096422008432,9.021199819576,23.3408542752665,0,0,4.25966944965071,6.78104021156845,5.62999662200203
"スヂ",41.631973355537,74.6030054353618,0,62.7221409157433,42.5260472039124,65.1571917250367,35.9776938298255,0,65.4521653758045,51.7384105960265,0,11.9175306876415,50.8582326764145,111.181702668361,43.4310532030402,0,54.7045951859956,0,33.206043499917,50.0876533934385,59.7609561752988,134.375763498656,148.754183711417,49.4926998267755,79.6389700026546,114.916111238796,153.139356814701,28.4900284900285,133.715377268386,500.894454382826,27.6472214542438,109.950522264981,67.7200902934537,69.3103618991039,54.3935123374376,25.2334090335604,0,36.3901018922853,42.7929534270024,53.7634408602151,69.9953336444237,37.0919881305638,39.7298371076679,12.3992560446373,68.50253459378,0,80.2890405459655,0,15.9244121237858,30.7715978152166,27.7488727020465,101.712154602475,70.318542999789,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"スマヒ",0,0,0,73.1758310683671,21.2630236019562,32.5785958625183,0,0,0,10.3476821192053,0,83.4227148134906,63.5727908455181,15.8831003811944,86.8621064060803,0,0,49.6277915632754,66.412086999834,0,19.9203187250996,12.2159784998778,74.3770918557084,0,0,0,0,0,0,0,13.8236107271219,0,45.1467268623025,14.8522204069508,4.94486475794887,12.6167045167802,0,109.170305676856,0,0,0,0,0,0,27.401013837512,68.5871056241427,51.6143832081207,56.2271577171774,42.465098996762,30.7715978152166,41.6233090530697,16.9520257670792,21.0955628999367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
